,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PUM3.2,0.00224665393345705,-1.63603404343918,0.209,0.253,1,plasma cell,PUM3
EID1.3,0.00226292590689599,-1.23798639500814,0.645,0.523,1,plasma cell,EID1
HAGH,0.00226706282217105,-0.524781374383881,0.255,0.168,1,plasma cell,HAGH
NUTM2B-AS1,0.00227110089912784,-1.44177929021151,0.2,0.245,1,plasma cell,NUTM2B-AS1
YWHAG.3,0.00227188249309329,-0.544812625024036,0.376,0.252,1,plasma cell,YWHAG
HIST1H2AH.1,0.00227551029724852,-0.660560840412456,0.118,0.069,1,plasma cell,HIST1H2AH
PYCR2.1,0.00228270290767839,-0.359210226768129,0.124,0.075,1,plasma cell,PYCR2
SUN2.2,0.00229503155044249,-1.99661949775741,0.152,0.2,1,plasma cell,SUN2
VAPA.3,0.00230548019725921,-0.801944251550743,0.73,0.576,1,plasma cell,VAPA
NAPG.1,0.00231790517242278,-0.749994363243171,0.364,0.239,1,plasma cell,NAPG
LMNB2,0.00231875703679294,-0.398508523288922,0.133,0.082,1,plasma cell,LMNB2
FAM207A.2,0.00232173096682276,-0.373753627660351,0.176,0.114,1,plasma cell,FAM207A
AP3D1,0.00232180446470389,-0.502011293059644,0.279,0.187,1,plasma cell,AP3D1
ARHGAP21.2,0.00232604096147712,-1.20267215538577,0.212,0.259,1,plasma cell,ARHGAP21
RIF1.2,0.00233065835266621,-1.32896234679148,0.252,0.293,1,plasma cell,RIF1
ENC1.2,0.00234747530308163,-1.78746166576313,0.052,0.1,1,plasma cell,ENC1
DNAJC11.2,0.00236214637188117,-1.31529448111589,0.064,0.116,1,plasma cell,DNAJC11
ALDH2.2,0.00239075030480696,-1.70043766057836,0.242,0.272,1,plasma cell,ALDH2
FCGBP.2,0.00239295476013431,-3.84563803359452,0.115,0.165,1,plasma cell,FCGBP
PFDN4.2,0.00240062536108024,-1.69355761676596,0.136,0.189,1,plasma cell,PFDN4
MRPL10.3,0.00240374254086715,-2.28466424986194,0.097,0.148,1,plasma cell,MRPL10
CLK3.1,0.00240928309575089,-1.4946836069457,0.136,0.189,1,plasma cell,CLK3
TRIM52-AS1,0.00241397541105675,-0.382592329985192,0.112,0.066,1,plasma cell,TRIM52-AS1
USP34.1,0.00242163835115758,-1.25542979143563,0.424,0.411,1,plasma cell,USP34
SIK2.1,0.00242975646444097,-2.521500175077,0.076,0.124,1,plasma cell,SIK2
LGALS8.1,0.00244112283006373,-2.14603756089341,0.073,0.123,1,plasma cell,LGALS8
LSM12.2,0.00244508603621094,-0.493526359057443,0.294,0.198,1,plasma cell,LSM12
DOCK10.3,0.00244782867651071,-0.932260604006765,0.233,0.146,1,plasma cell,DOCK10
ANKRD44.3,0.00251611755941715,-1.04335744220459,0.2,0.124,1,plasma cell,ANKRD44
AKAP7.2,0.00257025212300729,-2.00172600555275,0.067,0.117,1,plasma cell,AKAP7
WAC.2,0.00257535755325062,-1.12249525167786,0.509,0.464,1,plasma cell,WAC
ZZEF1.2,0.00258967547621739,-1.339238150372,0.155,0.207,1,plasma cell,ZZEF1
IRF7,0.00259146197322132,-0.696689464020797,0.23,0.149,1,plasma cell,IRF7
VILL.2,0.00260552508295512,-1.34859017948259,0.061,0.111,1,plasma cell,VILL
ADAM10.2,0.00260909239758881,-1.20589505663014,0.194,0.242,1,plasma cell,ADAM10
PAK1IP1.2,0.00261376247432212,-0.421447078119634,0.173,0.111,1,plasma cell,PAK1IP1
CD58.3,0.00261536020050664,-1.99029665362189,0.148,0.197,1,plasma cell,CD58
AP1G1,0.00262478529719928,-1.57634400547474,0.148,0.2,1,plasma cell,AP1G1
GMCL1.2,0.00262807689478748,-1.96048655651115,0.094,0.146,1,plasma cell,GMCL1
KDM4C.2,0.0026338155303315,-1.67950139127421,0.097,0.149,1,plasma cell,KDM4C
UCP2.3,0.00263994920134237,-1.25564467829431,0.297,0.19,1,plasma cell,UCP2
HIC1.3,0.0026643872778577,-2.51397750953761,0.055,0.1,1,plasma cell,HIC1
NDUFA13,0.00270794165913717,-0.716291648277686,0.664,0.548,1,plasma cell,NDUFA13
SH3BGRL.1,0.0027082762430751,-0.724355621424393,0.47,0.302,1,plasma cell,SH3BGRL
DNAJC13.3,0.00270854846246914,-1.4769178735583,0.073,0.124,1,plasma cell,DNAJC13
ANAPC11,0.00276032941418591,-0.413912625653579,0.676,0.417,1,plasma cell,ANAPC11
RALB.2,0.0027713660295836,-1.67134248462619,0.1,0.153,1,plasma cell,RALB
SKI.3,0.00277914186804285,-0.758852840712117,0.291,0.189,1,plasma cell,SKI
ETFB.2,0.0027882049226441,-1.33798346862339,0.436,0.391,1,plasma cell,ETFB
PRDX5.2,0.00279749668021374,-1.1194856502843,0.83,0.597,1,plasma cell,PRDX5
PRKAA1.2,0.00282004337406442,-1.7530013246421,0.158,0.207,1,plasma cell,PRKAA1
R3HCC1L.1,0.0028363272955717,-1.76840197102139,0.058,0.106,1,plasma cell,R3HCC1L
MSRB2.2,0.00284740569881438,-1.4384185721465,0.152,0.2,1,plasma cell,MSRB2
NDUFA8.2,0.00286613975491679,-1.61964998382998,0.212,0.247,1,plasma cell,NDUFA8
N4BP2.3,0.00286699345037818,-0.633394380942376,0.191,0.123,1,plasma cell,N4BP2
YIPF6.3,0.00288156682526499,-0.500369711106334,0.236,0.157,1,plasma cell,YIPF6
PPP2CB.2,0.00289775090620729,-1.73374616014896,0.221,0.257,1,plasma cell,PPP2CB
MBOAT7.1,0.00289857051880297,-1.79962375508304,0.088,0.138,1,plasma cell,MBOAT7
GRPEL1.2,0.00291491996275901,-1.2022223999361,0.242,0.284,1,plasma cell,GRPEL1
UROD.2,0.00291784974786592,-0.373858242255803,0.158,0.1,1,plasma cell,UROD
SNRPD1.3,0.00293631764989313,-0.548720610755415,0.57,0.361,1,plasma cell,SNRPD1
NDUFS6.2,0.00293820011771145,-0.85547135560451,0.676,0.533,1,plasma cell,NDUFS6
ATXN10.1,0.00294039082911963,-0.55903634219163,0.176,0.113,1,plasma cell,ATXN10
GANAB.2,0.00294321046822339,-0.271904511638168,0.224,0.151,1,plasma cell,GANAB
TRAPPC6A.2,0.00295264445470167,-0.621262447268663,0.336,0.219,1,plasma cell,TRAPPC6A
TRAF4.3,0.00295279052786625,-0.254550207529922,0.421,0.287,1,plasma cell,TRAF4
HCST.3,0.00295877205988424,-1.80244543833562,0.206,0.241,1,plasma cell,HCST
RC3H1.2,0.00297262713124295,-1.67367792540924,0.239,0.276,1,plasma cell,RC3H1
ITPR1.3,0.00298072271036016,-2.47779091369604,0.082,0.129,1,plasma cell,ITPR1
ROCK2.2,0.00298481672922731,-1.41281060382752,0.252,0.289,1,plasma cell,ROCK2
UTP11.2,0.0029892961280527,-0.544312806182377,0.245,0.163,1,plasma cell,UTP11
MTMR9,0.00299116421678996,-0.596500526892835,0.142,0.088,1,plasma cell,MTMR9
SMARCC2.2,0.0030044176945213,-1.32985203513768,0.194,0.242,1,plasma cell,SMARCC2
TFDP1.1,0.00300608035048892,-1.79067967698472,0.073,0.122,1,plasma cell,TFDP1
HERC1.2,0.00301415476111234,-2.11142209022165,0.145,0.192,1,plasma cell,HERC1
SLC25A11.1,0.00303287472788923,-1.52328667316169,0.152,0.2,1,plasma cell,SLC25A11
NBR1.1,0.00303997327581341,-1.43611484843669,0.142,0.193,1,plasma cell,NBR1
CTBP1.1,0.00305366526213689,-0.481785574086762,0.285,0.194,1,plasma cell,CTBP1
CSNK1G3.2,0.00305860576893032,-0.702392543617653,0.37,0.246,1,plasma cell,CSNK1G3
PWWP2B.1,0.00307299622628503,-1.47888736854961,0.088,0.139,1,plasma cell,PWWP2B
GEM.3,0.00309964049410825,-2.54129608813409,0.082,0.132,1,plasma cell,GEM
SLC25A39.3,0.00313918497331014,-0.597614976122394,0.339,0.224,1,plasma cell,SLC25A39
ERCC6L2.1,0.00314349243360542,-2.02956913823248,0.055,0.101,1,plasma cell,ERCC6L2
DAAM1.2,0.00314794644570334,-0.509140935840663,0.4,0.276,1,plasma cell,DAAM1
SOCS3.2,0.00315311888954155,-1.14307264091974,0.458,0.325,1,plasma cell,SOCS3
EPS15.1,0.00322436738725129,-0.691880797622118,0.309,0.207,1,plasma cell,EPS15
RPS6KA5,0.00322669813458411,-1.4257565530116,0.133,0.186,1,plasma cell,RPS6KA5
FKBP4,0.00322759627474142,-1.09700176918544,0.188,0.236,1,plasma cell,FKBP4
FDFT1.3,0.00328527297620984,-1.62470172988327,0.176,0.219,1,plasma cell,FDFT1
STARD5.3,0.0032856197736018,-0.88076409436013,0.064,0.115,1,plasma cell,STARD5
TSR3.1,0.00330473335406332,-0.740421072362148,0.336,0.224,1,plasma cell,TSR3
SGK3.2,0.00336046782327603,-1.69161185877172,0.082,0.132,1,plasma cell,SGK3
TINF2.2,0.00336629370324798,-0.828573714106022,0.2,0.13,1,plasma cell,TINF2
TLNRD1,0.00337466965748158,-0.496082164975783,0.221,0.147,1,plasma cell,TLNRD1
MLXIP.1,0.00339097779633766,-1.38809637761147,0.288,0.306,1,plasma cell,MLXIP
GPANK1.2,0.00340186146631857,-0.575099859105947,0.191,0.124,1,plasma cell,GPANK1
ARF5.1,0.00343580589096784,-1.58721427872187,0.209,0.244,1,plasma cell,ARF5
PURB.1,0.00346728750405038,-0.377072126311261,0.288,0.197,1,plasma cell,PURB
ADPGK.2,0.00347316285256705,-0.597721921794764,0.158,0.101,1,plasma cell,ADPGK
TLK2.1,0.0034767737953409,-1.48160216202654,0.158,0.209,1,plasma cell,TLK2
VPS13B.1,0.0035025037116536,-1.72547152504428,0.076,0.125,1,plasma cell,VPS13B
MLH3.2,0.00350749578870633,-1.62101453769656,0.076,0.125,1,plasma cell,MLH3
PCNA.1,0.00351400233943062,-1.31418835620633,0.091,0.142,1,plasma cell,PCNA
AC005912.1,0.00351669208000742,-0.626622140728855,0.118,0.072,1,plasma cell,AC005912.1
ILF3.1,0.00352409592355048,-1.22705652239626,0.406,0.393,1,plasma cell,ILF3
SAMD9.3,0.00352664680063878,-2.27559387681939,0.082,0.128,1,plasma cell,SAMD9
MAPKAPK5-AS1.1,0.00354193918502213,-1.36397680474737,0.118,0.171,1,plasma cell,MAPKAPK5-AS1
MT1F.3,0.00355357674808956,-0.384587915092929,0.176,0.114,1,plasma cell,MT1F
GCDH.1,0.00357490107272573,-0.367898012593383,0.136,0.086,1,plasma cell,GCDH
EIF2S3.3,0.00358082578196858,-0.539205752648913,0.521,0.341,1,plasma cell,EIF2S3
ARPC4.2,0.00358371985203391,-1.49559890435202,0.218,0.254,1,plasma cell,ARPC4
SELENOF.2,0.00358572754919527,-0.558354480951961,0.512,0.332,1,plasma cell,SELENOF
SMG1,0.00360671557031825,-1.07707529551068,0.348,0.36,1,plasma cell,SMG1
ARHGAP15.2,0.00362746386177187,-1.52988187233738,0.136,0.081,1,plasma cell,ARHGAP15
PMEPA1.3,0.00362857548086982,-0.996321467001892,0.506,0.321,1,plasma cell,PMEPA1
SNHG19.2,0.00365838465661239,-1.2820140744339,0.191,0.238,1,plasma cell,SNHG19
ZNF518A.1,0.00365847567615205,-1.38918495503634,0.121,0.174,1,plasma cell,ZNF518A
COX10.3,0.00366975404750354,-1.14825367785529,0.064,0.113,1,plasma cell,COX10
BCLAF1.3,0.00368965615366522,-1.03500850659329,0.567,0.496,1,plasma cell,BCLAF1
RNF167.1,0.00370365086455519,-0.513238313366118,0.245,0.165,1,plasma cell,RNF167
UBAP1.1,0.00370455166697642,-1.57927645307812,0.136,0.186,1,plasma cell,UBAP1
HSD17B4.1,0.00371274011438353,-1.49750550544485,0.139,0.187,1,plasma cell,HSD17B4
ECHS1.1,0.00372342188574253,-1.46821863460001,0.333,0.33,1,plasma cell,ECHS1
AHI1,0.00373058285598198,-1.3236231553498,0.376,0.382,1,plasma cell,AHI1
MRPS33.3,0.00374916839995054,-0.520383353761342,0.439,0.286,1,plasma cell,MRPS33
AGTPBP1,0.00378297288343502,-0.47611773242667,0.1,0.059,1,plasma cell,AGTPBP1
NDUFB4,0.00378317769687052,-0.739949468041004,0.706,0.557,1,plasma cell,NDUFB4
CDS2.2,0.00380307952983058,-0.824409305317892,0.2,0.13,1,plasma cell,CDS2
STARD7.3,0.00382496660469984,-0.26045552059428,0.385,0.267,1,plasma cell,STARD7
FAM129A.3,0.00382541322877234,-1.64154865798451,0.439,0.262,1,plasma cell,FAM129A
C3orf52.3,0.00383032582658358,-1.97961650370299,0.085,0.132,1,plasma cell,C3orf52
BCAT2.1,0.00385717477317147,-1.66779530188171,0.067,0.114,1,plasma cell,BCAT2
TAOK1.2,0.00387469359215636,-1.37677770096663,0.182,0.23,1,plasma cell,TAOK1
ITGB1BP1.2,0.00388288272277136,-1.91058716993674,0.121,0.17,1,plasma cell,ITGB1BP1
OSTF1.3,0.00390083557827083,-1.90406268212384,0.252,0.278,1,plasma cell,OSTF1
MTX2.2,0.00393549555552152,-1.3868161095228,0.07,0.118,1,plasma cell,MTX2
PPA1.2,0.00394204368005993,-0.287048112990737,0.764,0.493,1,plasma cell,PPA1
ROMO1.1,0.00394219325670411,-0.618231187360361,0.739,0.596,1,plasma cell,ROMO1
CYB5R3.3,0.00396517978739554,-1.47427553658454,0.255,0.284,1,plasma cell,CYB5R3
PARD6B.3,0.00398542657395322,-1.59129257875845,0.091,0.14,1,plasma cell,PARD6B
ARF1.2,0.00399826559482856,-0.67190869315569,0.815,0.622,1,plasma cell,ARF1
ZC3H12A.1,0.00401089928432551,-0.377981903466443,0.188,0.242,1,plasma cell,ZC3H12A
RSL24D1.2,0.00401141793986099,-0.495408232347813,0.806,0.506,1,plasma cell,RSL24D1
DEXI.2,0.0040190294765875,-0.660182612348658,0.145,0.092,1,plasma cell,DEXI
NDUFB1.3,0.00402974817607041,-0.903453460661825,0.667,0.521,1,plasma cell,NDUFB1
CDKN2AIP.2,0.0040437637279288,-1.35265052667738,0.279,0.307,1,plasma cell,CDKN2AIP
TMEM219.2,0.00407005480174075,-0.468266729009165,0.491,0.321,1,plasma cell,TMEM219
STAT5B.2,0.00407221660460099,-2.02540855534124,0.064,0.11,1,plasma cell,STAT5B
ALDOA.1,0.00407783307270488,-1.70700145360566,0.136,0.183,1,plasma cell,ALDOA
MT-TN.2,0.00409956721968609,-1.43670714201863,0.094,0.142,1,plasma cell,MT-TN
HPS4.2,0.00410632467474092,-0.329656240599482,0.158,0.102,1,plasma cell,HPS4
EIF3M.3,0.0041108249231131,-0.618627344527586,0.618,0.385,1,plasma cell,EIF3M
FDX1.1,0.00411199465597286,-0.608745834769369,0.352,0.238,1,plasma cell,FDX1
GLTP.2,0.0041198222601224,-1.79530291262256,0.188,0.226,1,plasma cell,GLTP
UBXN2A.3,0.00413565906376153,-0.389260949471889,0.288,0.198,1,plasma cell,UBXN2A
GIGYF1,0.00415349010032191,-1.4537926199186,0.073,0.121,1,plasma cell,GIGYF1
QPRT.3,0.00417073439000723,-0.32577989538916,0.288,0.196,1,plasma cell,QPRT
PQLC1.1,0.0041792995174337,-1.50105559194589,0.176,0.22,1,plasma cell,PQLC1
MFN2.2,0.00423067398281821,-1.84346223954029,0.055,0.1,1,plasma cell,MFN2
VAPB.2,0.00423312852980345,-1.83996307488957,0.088,0.136,1,plasma cell,VAPB
SREBF2.1,0.00424375095335601,-1.40278389255712,0.13,0.179,1,plasma cell,SREBF2
MAF1.2,0.00424997264139212,-1.48090984088599,0.27,0.296,1,plasma cell,MAF1
SCOC.2,0.00433256009989886,-1.67708292799745,0.106,0.155,1,plasma cell,SCOC
ALAS1.1,0.00435800757813023,-1.82938714934552,0.094,0.142,1,plasma cell,ALAS1
RBM6.1,0.00438422039337969,-0.426108598459044,0.439,0.306,1,plasma cell,RBM6
RPAIN,0.00441129371492126,-1.35417792795143,0.212,0.252,1,plasma cell,RPAIN
CAAP1.2,0.00443173512047387,-1.35629252196374,0.094,0.143,1,plasma cell,CAAP1
PRPS1.2,0.00448978276472002,-0.898578171044164,0.2,0.128,1,plasma cell,PRPS1
PPP2R5E,0.00450752439898091,-1.42825212778904,0.215,0.252,1,plasma cell,PPP2R5E
MIEN1.1,0.00450873058042445,-1.30642608358349,0.23,0.263,1,plasma cell,MIEN1
GNL2.2,0.00451172662834997,-0.764299858154529,0.291,0.195,1,plasma cell,GNL2
TUFM.1,0.00453741519738038,-0.451307711690136,0.652,0.409,1,plasma cell,TUFM
MLLT3.1,0.00457443406478279,-0.443622871775374,0.218,0.148,1,plasma cell,MLLT3
LETM1.2,0.0045795696175439,-1.73332010553268,0.103,0.151,1,plasma cell,LETM1
SCCPDH.3,0.0046212199360867,-1.61185125168018,0.079,0.126,1,plasma cell,SCCPDH
APEX1.1,0.00462356229908537,-0.446916155745297,0.439,0.289,1,plasma cell,APEX1
OPA3.1,0.00463803805328976,-2.01131018291282,0.064,0.108,1,plasma cell,OPA3
AC011481.1.1,0.00464986360092756,-1.40314794489964,0.179,0.222,1,plasma cell,AC011481.1
RUNX3.3,0.00465250498695174,-2.49550574886044,0.276,0.277,1,plasma cell,RUNX3
RWDD1.2,0.00465951266322301,-0.503333166136963,0.642,0.429,1,plasma cell,RWDD1
NDUFB5.3,0.00466791027540216,-0.647407073945757,0.439,0.28,1,plasma cell,NDUFB5
TGOLN2.1,0.00468183054566061,-1.08807192261064,0.464,0.427,1,plasma cell,TGOLN2
MAP4K4.3,0.00469514253057347,-1.90347206044644,0.161,0.203,1,plasma cell,MAP4K4
DUSP23.2,0.00471136838942251,-1.44565522718285,0.173,0.217,1,plasma cell,DUSP23
COA5.1,0.00473066685322537,-0.277108355784034,0.164,0.107,1,plasma cell,COA5
KIAA0100.1,0.00473204791170821,-1.89743775278994,0.076,0.123,1,plasma cell,KIAA0100
RNF24.2,0.00475402868366818,-1.29333951024045,0.121,0.072,1,plasma cell,RNF24
TUT4.2,0.00475819107427203,-0.623700989277348,0.5,0.334,1,plasma cell,TUT4
TTPAL,0.00477090770880718,-0.49291443275537,0.109,0.066,1,plasma cell,TTPAL
ARHGEF9.3,0.00477989508108644,-0.455656926572334,0.076,0.125,1,plasma cell,ARHGEF9
C18orf21,0.00478027761802937,-0.555933100965028,0.109,0.067,1,plasma cell,C18orf21
AC044849.1.3,0.00486416749621156,-0.847405470146991,0.415,0.269,1,plasma cell,AC044849.1
MYO1C.1,0.00488725363143593,-1.31120052762185,0.194,0.236,1,plasma cell,MYO1C
AREG.1,0.0048891525968321,0.285650201888155,0.752,0.604,1,plasma cell,AREG
IWS1.1,0.0049087899878098,-1.76153783223965,0.176,0.218,1,plasma cell,IWS1
G3BP2.3,0.00491576516509276,-1.18908625166058,0.615,0.516,1,plasma cell,G3BP2
CLNS1A.2,0.00494553846117006,-0.598714703891181,0.279,0.188,1,plasma cell,CLNS1A
BABAM1.1,0.00500432029183646,-0.656797817849833,0.224,0.149,1,plasma cell,BABAM1
RNF216.1,0.0050300708715914,-0.719689009576499,0.233,0.156,1,plasma cell,RNF216
TOPBP1.2,0.00503243716822282,-1.83971961385867,0.07,0.116,1,plasma cell,TOPBP1
MCTP2.3,0.00503476066121772,-1.3006125338902,0.109,0.159,1,plasma cell,MCTP2
TSEN54.1,0.00505597676418452,-2.27114310598851,0.082,0.127,1,plasma cell,TSEN54
RAB22A.1,0.00506521064879684,-0.522376724210233,0.3,0.207,1,plasma cell,RAB22A
KAT6A.2,0.00507762501087708,-1.49204241797112,0.285,0.305,1,plasma cell,KAT6A
RASL11A.1,0.00509143730191985,-1.53942450537262,0.073,0.12,1,plasma cell,RASL11A
KLC4.3,0.00509170286245036,-1.01361009871013,0.07,0.118,1,plasma cell,KLC4
DHX38.1,0.00511062190630068,-1.88993739286016,0.139,0.184,1,plasma cell,DHX38
DLGAP4.2,0.00511222801865939,-0.823442441638855,0.221,0.146,1,plasma cell,DLGAP4
NRBP1.3,0.00514471057711617,-0.753495246032664,0.439,0.293,1,plasma cell,NRBP1
UBLCP1,0.00517302036430193,-0.61403044064213,0.124,0.078,1,plasma cell,UBLCP1
LNPK.1,0.00519084991271334,-1.26360623959402,0.106,0.156,1,plasma cell,LNPK
RAB1B.1,0.00522132955349072,-1.57588034368407,0.194,0.232,1,plasma cell,RAB1B
MIS12.1,0.00524208054499719,-0.337735974881189,0.142,0.091,1,plasma cell,MIS12
DPY30.1,0.00526145320763194,-1.62525706935667,0.203,0.239,1,plasma cell,DPY30
ZMYND8.2,0.00527075921946815,-1.48426521444446,0.148,0.197,1,plasma cell,ZMYND8
TMEM160.3,0.00529625180490015,-0.536894899317708,0.503,0.34,1,plasma cell,TMEM160
FTO,0.00530555045303305,-0.431576622949053,0.1,0.06,1,plasma cell,FTO
AL121944.1.2,0.00530572505119343,-0.588805131059441,0.415,0.279,1,plasma cell,AL121944.1
HACD2.1,0.00530746702267494,-1.43383222081625,0.1,0.15,1,plasma cell,HACD2
USP36.3,0.00532635513303557,-0.879714465496396,0.415,0.274,1,plasma cell,USP36
NDUFA10.2,0.00540976439577486,-1.28827646344942,0.361,0.349,1,plasma cell,NDUFA10
SNRNP70,0.00541067017708669,-1.0681187748321,0.491,0.436,1,plasma cell,SNRNP70
IFI35.3,0.00541616072556755,-0.421781881006409,0.164,0.108,1,plasma cell,IFI35
PIGX.1,0.00542945241270344,-0.611609353724429,0.142,0.092,1,plasma cell,PIGX
MRPS7.1,0.00551225749511969,-1.4676955344891,0.279,0.293,1,plasma cell,MRPS7
TLE1.1,0.00551781961904806,-1.05815304924755,0.315,0.344,1,plasma cell,TLE1
ORMDL2.2,0.00555541748704158,-0.644843845388181,0.315,0.216,1,plasma cell,ORMDL2
MBD3,0.00561644025409212,-1.55954615351373,0.064,0.109,1,plasma cell,MBD3
FBXL15.1,0.00564822664510325,-0.412200323160291,0.261,0.178,1,plasma cell,FBXL15
SQSTM1.2,0.00565292802079171,0.270436543598927,0.955,0.815,1,plasma cell,SQSTM1
NDUFS3.3,0.0056769682141393,-1.4616728621752,0.321,0.317,1,plasma cell,NDUFS3
TXNDC17.2,0.00572981962966795,-1.12916014035708,0.503,0.429,1,plasma cell,TXNDC17
MLH1,0.00575264769564401,-0.6209957540597,0.103,0.062,1,plasma cell,MLH1
FDPS.1,0.00577143477809591,-0.702046205695203,0.494,0.318,1,plasma cell,FDPS
CTDSP2.2,0.00582073024338956,-1.50979891009068,0.145,0.192,1,plasma cell,CTDSP2
SUMO1.2,0.00582589242022814,-1.43625394532886,0.324,0.326,1,plasma cell,SUMO1
ELOVL5.3,0.0058322745680228,-2.02223133019861,0.161,0.199,1,plasma cell,ELOVL5
DBF4.3,0.00585101960754987,-0.934451464078523,0.242,0.162,1,plasma cell,DBF4
ELMSAN1.1,0.00586487127782922,-1.259671109358,0.176,0.223,1,plasma cell,ELMSAN1
BTF3L4.1,0.00587317297684385,-0.718531097004557,0.261,0.176,1,plasma cell,BTF3L4
NRDE2,0.00594190519588257,-1.60128556646593,0.058,0.101,1,plasma cell,NRDE2
FAM210B.2,0.00594855051859432,-1.6060888190369,0.067,0.112,1,plasma cell,FAM210B
ZFYVE16.1,0.00597998767643441,-1.55417347347601,0.167,0.211,1,plasma cell,ZFYVE16
TAF11.1,0.0060284818955155,-1.59004258902,0.179,0.22,1,plasma cell,TAF11
ZMIZ1.3,0.0060333695394987,-0.67973054959198,0.179,0.118,1,plasma cell,ZMIZ1
SERTAD2.3,0.00603613630189949,-0.394924817436401,0.245,0.17,1,plasma cell,SERTAD2
RNF38.1,0.00604231159111335,-1.59547012011764,0.082,0.129,1,plasma cell,RNF38
LSM2.2,0.00605689126763353,-0.658797779164997,0.276,0.185,1,plasma cell,LSM2
USP10.2,0.00605996305016698,-0.667083069747895,0.318,0.217,1,plasma cell,USP10
MAPKAP1.2,0.0060655063792733,-0.458883214961188,0.245,0.168,1,plasma cell,MAPKAP1
TRMT11.1,0.00606620421301531,-1.63279592748805,0.079,0.124,1,plasma cell,TRMT11
RORA.3,0.00606852061897048,-2.45029453698669,0.336,0.318,1,plasma cell,RORA
ZFYVE21.3,0.00606886985905962,-1.87467082922601,0.076,0.12,1,plasma cell,ZFYVE21
GOLIM4.3,0.00610404386917333,-1.15359161047584,0.291,0.311,1,plasma cell,GOLIM4
EPN1.2,0.00611156177068709,-1.33354803787204,0.239,0.269,1,plasma cell,EPN1
SPPL2A.1,0.00612583364051646,-1.31252917089312,0.282,0.302,1,plasma cell,SPPL2A
SERPINB6.2,0.00619458501722691,-1.36978670692664,0.276,0.298,1,plasma cell,SERPINB6
RGP1.1,0.0061964880767429,-1.66019649108759,0.091,0.137,1,plasma cell,RGP1
AC016739.1,0.00622678752720838,-0.267205833732335,0.103,0.064,1,plasma cell,AC016739.1
ATP5MF.3,0.00624717307949899,-0.7034946448125,0.736,0.564,1,plasma cell,ATP5MF
RPL26L1.1,0.0063256827038513,-0.27388620109167,0.182,0.123,1,plasma cell,RPL26L1
CDC40.1,0.00634293255612339,-1.65223073516053,0.194,0.232,1,plasma cell,CDC40
METTL17.2,0.0063436533862427,-1.51893688185249,0.115,0.163,1,plasma cell,METTL17
ELOVL1.1,0.00638863341776658,-1.44768444445259,0.139,0.185,1,plasma cell,ELOVL1
CBFA2T2,0.00640427859762477,-1.42463261183629,0.061,0.105,1,plasma cell,CBFA2T2
KARS.3,0.0064124748647198,-0.443087185317424,0.258,0.178,1,plasma cell,KARS
ABRACL.3,0.00646074913837317,-1.61871878052212,0.297,0.308,1,plasma cell,ABRACL
ITCH.1,0.00650155625047293,-0.674799741455188,0.261,0.178,1,plasma cell,ITCH
DLL4.3,0.00650350238490708,-1.90314618207368,0.067,0.11,1,plasma cell,DLL4
UBE2J2.2,0.00655850831528114,-0.562431423440816,0.233,0.159,1,plasma cell,UBE2J2
CCDC97.2,0.00661943174730689,-0.720077139050745,0.139,0.089,1,plasma cell,CCDC97
PHF12.3,0.00662175683473074,-2.23731962161459,0.091,0.134,1,plasma cell,PHF12
SYNE1.2,0.00663124431741509,-1.26461534760403,0.136,0.084,1,plasma cell,SYNE1
MIA2.2,0.0066652974103311,-0.55392024744606,0.267,0.184,1,plasma cell,MIA2
CACYBP.2,0.00673837261295655,-1.43509587474671,0.321,0.331,1,plasma cell,CACYBP
EIF3J-DT.2,0.00675087562390297,-1.37124728560058,0.076,0.121,1,plasma cell,EIF3J-DT
NCBP3.2,0.0067842078937388,-1.40509994669805,0.233,0.267,1,plasma cell,NCBP3
ITGAV.2,0.00686719954638457,-2.0252794535633,0.076,0.119,1,plasma cell,ITGAV
CCDC159,0.0068915585820837,-0.329510460920767,0.103,0.064,1,plasma cell,CCDC159
BTBD2.1,0.00690402564605674,-1.36180927885354,0.067,0.111,1,plasma cell,BTBD2
KLHDC3.1,0.00696597082347902,-1.82803059647422,0.07,0.113,1,plasma cell,KLHDC3
UIMC1,0.0069842113063094,-0.874698696852812,0.221,0.148,1,plasma cell,UIMC1
FBRSL1.1,0.00698813982775791,-1.01281886995387,0.094,0.142,1,plasma cell,FBRSL1
ATP5F1D.3,0.00699566029936001,-0.455899955082543,0.915,0.708,1,plasma cell,ATP5F1D
C6orf48.2,0.00701725115117832,-0.601925753088935,0.161,0.104,1,plasma cell,C6orf48
TSC2.1,0.00703753913669669,-1.45119631608978,0.067,0.111,1,plasma cell,TSC2
RRAS2.2,0.00710056727037514,-0.697456498912354,0.227,0.154,1,plasma cell,RRAS2
JADE1.3,0.0071202317732919,-0.954461289054523,0.185,0.12,1,plasma cell,JADE1
CCT2.2,0.00714205287620404,-1.30219616710517,0.4,0.371,1,plasma cell,CCT2
OXCT1.2,0.00714818789244613,-0.545408071556099,0.13,0.083,1,plasma cell,OXCT1
SBNO1.1,0.00714982453262202,-1.70435528716782,0.215,0.248,1,plasma cell,SBNO1
APPL1.2,0.0071569468352106,-0.605235645113652,0.403,0.279,1,plasma cell,APPL1
