"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MRPL35.2",2.29062833663894e-58,-1.04564148778937,0.047,0.197,1.34849290177934e-53,"cd8-positive, alpha-beta t cell (mixed)","MRPL35"
"GTF3A.3",2.31091228051362e-58,1.26046819617223,0.408,0.289,1.36043405953837e-53,"cd8-positive, alpha-beta t cell (mixed)","GTF3A"
"PAXX.3",2.97452117826833e-58,1.47724097231503,0.381,0.27,1.75110061764657e-53,"cd8-positive, alpha-beta t cell (mixed)","PAXX"
"ISX.4",3.09726037592918e-58,-3.03941362302036,0.01,0.129,1.82335718330951e-53,"cd8-positive, alpha-beta t cell (mixed)","ISX"
"FAHD1.4",3.1510681139691e-58,-1.24662397063996,0.037,0.179,1.85503379869361e-53,"cd8-positive, alpha-beta t cell (mixed)","FAHD1"
"TBX3.3",3.54842452294533e-58,-3.62934571470783,0.01,0.129,2.08895751665792e-53,"cd8-positive, alpha-beta t cell (mixed)","TBX3"
"ALDH7A1.3",4.47300138996859e-58,-2.49398944710387,0.015,0.139,2.63325591827451e-53,"cd8-positive, alpha-beta t cell (mixed)","ALDH7A1"
"FAM49B.4",4.63175542400718e-58,1.43698763658474,0.343,0.22,2.72671441811303e-53,"cd8-positive, alpha-beta t cell (mixed)","FAM49B"
"TTC38.2",4.73802646544165e-58,-1.84519040663317,0.021,0.15,2.7892761802055e-53,"cd8-positive, alpha-beta t cell (mixed)","TTC38"
"TTC39C.4",5.44113794729167e-58,1.15565367192475,0.276,0.143,3.20319790957061e-53,"cd8-positive, alpha-beta t cell (mixed)","TTC39C"
"ADH5.3",5.46260098488683e-58,-0.902940096356585,0.133,0.325,3.21583319980288e-53,"cd8-positive, alpha-beta t cell (mixed)","ADH5"
"IGFBP7.3",5.68709853021542e-58,-4.59842831816921,0.026,0.153,3.34799490473782e-53,"cd8-positive, alpha-beta t cell (mixed)","IGFBP7"
"NOP56.3",6.96090199558792e-58,1.18034884284404,0.472,0.376,4.09788300480261e-53,"cd8-positive, alpha-beta t cell (mixed)","NOP56"
"VIPR1.3",7.62627173559074e-58,-1.86292424784916,0.025,0.157,4.48958617074227e-53,"cd8-positive, alpha-beta t cell (mixed)","VIPR1"
"CSGALNACT2.3",7.92149501011439e-58,1.50671901596324,0.223,0.106,4.66338411245434e-53,"cd8-positive, alpha-beta t cell (mixed)","CSGALNACT2"
"DOCK1.3",8.16238276773411e-58,-3.0959702273884,0.011,0.131,4.80519473536507e-53,"cd8-positive, alpha-beta t cell (mixed)","DOCK1"
"SUN1.2",8.24583504611843e-58,-0.760266397117297,0.09,0.266,4.85432309164992e-53,"cd8-positive, alpha-beta t cell (mixed)","SUN1"
"GUCA2A.3",8.93868026827306e-58,-2.84733674182015,0.091,0.249,5.26220107393235e-53,"cd8-positive, alpha-beta t cell (mixed)","GUCA2A"
"SPARCL1.4",9.03553516772508e-58,-4.57294867237298,0.019,0.141,5.31921955323975e-53,"cd8-positive, alpha-beta t cell (mixed)","SPARCL1"
"DHRS4L2.2",9.75853304234789e-58,-1.02548131257409,0.054,0.208,5.7448484020302e-53,"cd8-positive, alpha-beta t cell (mixed)","DHRS4L2"
"HNF4G.4",9.87132213061839e-58,-3.78211293441699,0.006,0.121,5.81124733829505e-53,"cd8-positive, alpha-beta t cell (mixed)","HNF4G"
"CXCL3.4",1.1806927971307e-57,-2.94282487628724,0.02,0.147,6.95073849670843e-53,"cd8-positive, alpha-beta t cell (mixed)","CXCL3"
"SLC39A4.3",1.34501097909296e-57,-0.838904767437374,0.065,0.224,7.91807963392025e-53,"cd8-positive, alpha-beta t cell (mixed)","SLC39A4"
"GK5.4",1.34851000918389e-57,-1.79786431567526,0.027,0.159,7.93867842406554e-53,"cd8-positive, alpha-beta t cell (mixed)","GK5"
"HDHD3.3",1.36894408111328e-57,-1.01008392297444,0.061,0.219,8.0589738055139e-53,"cd8-positive, alpha-beta t cell (mixed)","HDHD3"
"AKIRIN1.2",1.37956621622525e-57,1.10665027787996,0.468,0.362,8.12150631491806e-53,"cd8-positive, alpha-beta t cell (mixed)","AKIRIN1"
"ZNF518A.2",1.51656296005727e-57,-1.07431944441509,0.048,0.196,8.92800614585713e-53,"cd8-positive, alpha-beta t cell (mixed)","ZNF518A"
"HSD17B12.1",1.72767950763551e-57,-0.75197418135203,0.079,0.25,1.01708492614502e-52,"cd8-positive, alpha-beta t cell (mixed)","HSD17B12"
"PLXDC2.4",1.78047842327485e-57,-4.07633029218524,0.008,0.123,1.0481676477819e-52,"cd8-positive, alpha-beta t cell (mixed)","PLXDC2"
"RAVER2.4",1.85127288386384e-57,-2.56574347540067,0.012,0.132,1.08984434673064e-52,"cd8-positive, alpha-beta t cell (mixed)","RAVER2"
"CHMP5.3",1.85641132158859e-57,-0.734170730049542,0.086,0.26,1.0928693450192e-52,"cd8-positive, alpha-beta t cell (mixed)","CHMP5"
"ADAM15.2",1.89031551287242e-57,-1.86076535705491,0.021,0.15,1.11282874242799e-52,"cd8-positive, alpha-beta t cell (mixed)","ADAM15"
"ZBTB7B.4",1.90988513976384e-57,-1.38539031596569,0.031,0.167,1.12434938177897e-52,"cd8-positive, alpha-beta t cell (mixed)","ZBTB7B"
"ANKRD12.3",1.92219371356682e-57,0.629127830544472,0.672,0.627,1.13159543917679e-52,"cd8-positive, alpha-beta t cell (mixed)","ANKRD12"
"AL450405.1.4",1.94269765801578e-57,-2.62496310250551,0.021,0.147,1.14366611127389e-52,"cd8-positive, alpha-beta t cell (mixed)","AL450405.1"
"TMEM236.4",2.42189279574971e-57,-2.43910400338909,0.012,0.132,1.42576828885785e-52,"cd8-positive, alpha-beta t cell (mixed)","TMEM236"
"NR5A2.4",2.88079958681129e-57,-2.91921744182257,0.009,0.126,1.69592671675581e-52,"cd8-positive, alpha-beta t cell (mixed)","NR5A2"
"ACTR2.4",2.99845412653457e-57,0.852319867639862,0.579,0.519,1.7651899442909e-52,"cd8-positive, alpha-beta t cell (mixed)","ACTR2"
"CHMP4C.4",3.22110126308069e-57,-2.74519432134934,0.01,0.127,1.8962623135756e-52,"cd8-positive, alpha-beta t cell (mixed)","CHMP4C"
"CLU.3",3.49625560406104e-57,-3.55420869878513,0.067,0.212,2.05824567411074e-52,"cd8-positive, alpha-beta t cell (mixed)","CLU"
"PPFIBP2.3",3.58327643288578e-57,-2.5323264640143,0.016,0.139,2.10947483603986e-52,"cd8-positive, alpha-beta t cell (mixed)","PPFIBP2"
"ZBTB10.2",3.79450222094624e-57,-0.755454272288878,0.102,0.282,2.23382345747105e-52,"cd8-positive, alpha-beta t cell (mixed)","ZBTB10"
"EXOSC6.3",3.81455983710992e-57,1.39863906777798,0.338,0.215,2.24563137610661e-52,"cd8-positive, alpha-beta t cell (mixed)","EXOSC6"
"SFT2D1.3",3.8762878733792e-57,-0.823418131793409,0.074,0.239,2.28197067105834e-52,"cd8-positive, alpha-beta t cell (mixed)","SFT2D1"
"ACAA1.3",3.96056671857804e-57,-0.67987063321944,0.113,0.301,2.33158562722689e-52,"cd8-positive, alpha-beta t cell (mixed)","ACAA1"
"ARID5A.4",4.22518641568948e-57,0.875077148758862,0.328,0.186,2.4873672429164e-52,"cd8-positive, alpha-beta t cell (mixed)","ARID5A"
"HNRNPF.4",4.63925729857876e-57,0.847863561280191,0.573,0.5,2.73113077167332e-52,"cd8-positive, alpha-beta t cell (mixed)","HNRNPF"
"ANGPTL4.3",5.02614622757897e-57,-3.09073805720687,0.025,0.152,2.95889228417574e-52,"cd8-positive, alpha-beta t cell (mixed)","ANGPTL4"
"RNF223.4",5.16356572621842e-57,-2.2344543329535,0.022,0.149,3.03979114302478e-52,"cd8-positive, alpha-beta t cell (mixed)","RNF223"
"MIR194-2HG.4",5.23671233212025e-57,-2.56882885817905,0.012,0.131,3.08285254991919e-52,"cd8-positive, alpha-beta t cell (mixed)","MIR194-2HG"
"C3orf52.4",5.89269438518703e-57,-2.09448010589838,0.023,0.151,3.46902918455961e-52,"cd8-positive, alpha-beta t cell (mixed)","C3orf52"
"YAP1.3",5.93310285957361e-57,-3.92154244347795,0.005,0.117,3.49281765343099e-52,"cd8-positive, alpha-beta t cell (mixed)","YAP1"
"CDK2AP1.4",6.43067174285754e-57,-1.25368198239209,0.04,0.182,3.78573645502023e-52,"cd8-positive, alpha-beta t cell (mixed)","CDK2AP1"
"CMIP.3",6.59765706817247e-57,1.93374819905452,0.28,0.167,3.88404071603313e-52,"cd8-positive, alpha-beta t cell (mixed)","CMIP"
"MAP3K8.3",7.39170678778036e-57,1.34174069427927,0.318,0.189,4.3514977859663e-52,"cd8-positive, alpha-beta t cell (mixed)","MAP3K8"
"HSP90B1.4",7.71664609691598e-57,0.376221933552617,0.812,0.764,4.54278955725444e-52,"cd8-positive, alpha-beta t cell (mixed)","HSP90B1"
"ILVBL.2",7.86711818513472e-57,-1.20621283335187,0.036,0.175,4.63137247558881e-52,"cd8-positive, alpha-beta t cell (mixed)","ILVBL"
"TMEM156.1",7.98490987939669e-57,1.94768380826029,0.122,0.04,4.70071644600083e-52,"cd8-positive, alpha-beta t cell (mixed)","TMEM156"
"PARVA.1",8.87737370961313e-57,-5.14718543641713,0.003,0.114,5.22610990284925e-52,"cd8-positive, alpha-beta t cell (mixed)","PARVA"
"DECR2.4",9.01402213205132e-57,-2.04350604763654,0.017,0.141,5.30655482913861e-52,"cd8-positive, alpha-beta t cell (mixed)","DECR2"
"TRIP11.3",9.26164719557446e-57,-0.660903129082365,0.099,0.278,5.45233170403469e-52,"cd8-positive, alpha-beta t cell (mixed)","TRIP11"
"MED4.3",1.00762865710363e-56,1.17471065681968,0.445,0.341,5.93190990436905e-52,"cd8-positive, alpha-beta t cell (mixed)","MED4"
"HTATIP2.2",1.16021301754456e-56,-1.03619121383514,0.069,0.229,6.83017403428482e-52,"cd8-positive, alpha-beta t cell (mixed)","HTATIP2"
"PATJ.4",1.18383474118348e-56,-0.712911250014302,0.09,0.264,6.96923512134717e-52,"cd8-positive, alpha-beta t cell (mixed)","PATJ"
"SGPP2.3",1.26488663871387e-56,-2.19888426156382,0.016,0.138,7.44638764210854e-52,"cd8-positive, alpha-beta t cell (mixed)","SGPP2"
"TSPAN7.2",1.31437900389278e-56,-4.03458721498826,0.006,0.118,7.73774919591683e-52,"cd8-positive, alpha-beta t cell (mixed)","TSPAN7"
"ABCC1.1",1.40571300465059e-56,1.78983335970859,0.153,0.059,8.275432458378e-52,"cd8-positive, alpha-beta t cell (mixed)","ABCC1"
"PRSS23.4",1.78593532944497e-56,-4.17704139763542,0.005,0.116,1.05138012844425e-51,"cd8-positive, alpha-beta t cell (mixed)","PRSS23"
"MCM6.1",2.32252732123282e-56,2.07874393370808,0.15,0.058,1.36727183400976e-51,"cd8-positive, alpha-beta t cell (mixed)","MCM6"
"UGT8.3",2.56678462743727e-56,-3.66664472036516,0.007,0.121,1.51106611017232e-51,"cd8-positive, alpha-beta t cell (mixed)","UGT8"
"MT-TM.3",2.57765651129881e-56,-1.03464868187015,0.081,0.244,1.51746638820161e-51,"cd8-positive, alpha-beta t cell (mixed)","MT-TM"
"C9orf152.4",3.31060200964604e-56,-3.17360067091954,0.01,0.125,1.94895140307863e-51,"cd8-positive, alpha-beta t cell (mixed)","C9orf152"
"TRMT112.2",3.60934390083492e-56,1.03723491008846,0.486,0.387,2.12482075442152e-51,"cd8-positive, alpha-beta t cell (mixed)","TRMT112"
"SF3B2.2",3.82525430637881e-56,1.02493624782541,0.517,0.448,2.2519272101652e-51,"cd8-positive, alpha-beta t cell (mixed)","SF3B2"
"EDIL3.4",4.06565435967732e-56,-3.26632316670637,0.01,0.126,2.39345072154204e-51,"cd8-positive, alpha-beta t cell (mixed)","EDIL3"
"RPS9.4",4.17986909761368e-56,0.263808400315827,1,0.957,2.46068893776517e-51,"cd8-positive, alpha-beta t cell (mixed)","RPS9"
"PPP2R3A.4",4.59442705564502e-56,-3.0531292251686,0.009,0.124,2.70473920765822e-51,"cd8-positive, alpha-beta t cell (mixed)","PPP2R3A"
"NUDT16.1",4.65363422849927e-56,-1.46291610504889,0.033,0.167,2.73959447031752e-51,"cd8-positive, alpha-beta t cell (mixed)","NUDT16"
"SOCS6.4",4.75400924320892e-56,-2.32466289426698,0.016,0.137,2.79868524147709e-51,"cd8-positive, alpha-beta t cell (mixed)","SOCS6"
"LEPROT.4",4.91299514830357e-56,-0.958744112276956,0.083,0.249,2.89228024380631e-51,"cd8-positive, alpha-beta t cell (mixed)","LEPROT"
"FBP1.2",5.09492737237749e-56,-1.56381667682684,0.024,0.153,2.99938374411863e-51,"cd8-positive, alpha-beta t cell (mixed)","FBP1"
"THRA.3",5.76035837606252e-56,-1.36842059023687,0.038,0.176,3.391122975988e-51,"cd8-positive, alpha-beta t cell (mixed)","THRA"
"CDC42EP1.4",6.14281870169465e-56,-2.64280921407021,0.013,0.131,3.61627736968764e-51,"cd8-positive, alpha-beta t cell (mixed)","CDC42EP1"
"SERPING1.4",6.21415415394612e-56,-4.84485575751981,0.016,0.133,3.65827255042808e-51,"cd8-positive, alpha-beta t cell (mixed)","SERPING1"
"KIF1C.3",7.50861296864091e-56,-1.21352576264485,0.041,0.182,4.4203204546389e-51,"cd8-positive, alpha-beta t cell (mixed)","KIF1C"
"FA2H.1",7.98464652749666e-56,-4.01156294287373,0.004,0.113,4.70056141073728e-51,"cd8-positive, alpha-beta t cell (mixed)","FA2H"
"RPL10P9.4",8.34999245063072e-56,-1.99654345097457,0.024,0.149,4.91564055568631e-51,"cd8-positive, alpha-beta t cell (mixed)","RPL10P9"
"CLIC4.4",8.62223965628698e-56,-3.37623369746105,0.021,0.143,5.07591248565614e-51,"cd8-positive, alpha-beta t cell (mixed)","CLIC4"
"PARM1.3",9.7221134091529e-56,-3.41071337681024,0.007,0.119,5.72340816396831e-51,"cd8-positive, alpha-beta t cell (mixed)","PARM1"
"RAB11FIP1.4",1.09432763041181e-55,-0.974295067902041,0.419,0.619,6.44230676023432e-51,"cd8-positive, alpha-beta t cell (mixed)","RAB11FIP1"
"PRMT9.1",1.15524872303163e-55,1.85259891853942,0.162,0.066,6.80094923248723e-51,"cd8-positive, alpha-beta t cell (mixed)","PRMT9"
"CKMT1A.3",1.18904134656909e-55,-3.10007344125834,0.005,0.116,6.99988640725223e-51,"cd8-positive, alpha-beta t cell (mixed)","CKMT1A"
"SGK2.2",1.29943521261642e-55,-4.34155501103033,0.005,0.114,7.64977509667289e-51,"cd8-positive, alpha-beta t cell (mixed)","SGK2"
"PYGB.3",1.38575452552471e-55,-0.842717451175573,0.057,0.209,8.15793689176398e-51,"cd8-positive, alpha-beta t cell (mixed)","PYGB"
"CKMT1B.4",1.44524854946114e-55,-3.45369339821278,0.006,0.116,8.50817821067776e-51,"cd8-positive, alpha-beta t cell (mixed)","CKMT1B"
"PELO.2",1.46029467651632e-55,1.66545817468351,0.238,0.124,8.59675476065158e-51,"cd8-positive, alpha-beta t cell (mixed)","PELO"
"SSB.2",1.47320106216247e-55,0.979834006698131,0.516,0.426,8.67273465295044e-51,"cd8-positive, alpha-beta t cell (mixed)","SSB"
"CDKN1B.3",1.72593995063734e-55,1.27129295588683,0.396,0.282,1.0160608489402e-50,"cd8-positive, alpha-beta t cell (mixed)","CDKN1B"
"NQO1.3",1.77786046094733e-55,-2.89856615859575,0.013,0.129,1.04662645335969e-50,"cd8-positive, alpha-beta t cell (mixed)","NQO1"
"SPR.2",1.93810019355896e-55,-2.58214354179462,0.012,0.128,1.14095958394816e-50,"cd8-positive, alpha-beta t cell (mixed)","SPR"
"TRIQK.2",2.25891342045426e-55,-3.28007190545492,0.008,0.121,1.32982233062142e-50,"cd8-positive, alpha-beta t cell (mixed)","TRIQK"
"RHBDL2.4",2.45866055979473e-55,-2.5616300011457,0.013,0.13,1.44741347155116e-50,"cd8-positive, alpha-beta t cell (mixed)","RHBDL2"
"CTSH.4",2.4599917752025e-55,-3.20121657208258,0.01,0.124,1.44819715806171e-50,"cd8-positive, alpha-beta t cell (mixed)","CTSH"
"ARHGDIA.3",2.55130572977828e-55,0.932141971661483,0.545,0.488,1.50195368312047e-50,"cd8-positive, alpha-beta t cell (mixed)","ARHGDIA"
"FMO5.4",2.72339366480605e-55,-1.93636624138272,0.018,0.14,1.60326185047132e-50,"cd8-positive, alpha-beta t cell (mixed)","FMO5"
"TPCN1.3",2.84410418649937e-55,-1.85725157473505,0.026,0.153,1.67432413459218e-50,"cd8-positive, alpha-beta t cell (mixed)","TPCN1"
"EPPK1.4",2.89414999549423e-55,-2.25510150887047,0.014,0.133,1.70378610234745e-50,"cd8-positive, alpha-beta t cell (mixed)","EPPK1"
"NOP58.2",2.93948798739509e-55,1.19052274593149,0.452,0.356,1.73047657817949e-50,"cd8-positive, alpha-beta t cell (mixed)","NOP58"
"PRDX5.3",3.00367443506517e-55,-0.964590802160931,0.43,0.635,1.76826313992286e-50,"cd8-positive, alpha-beta t cell (mixed)","PRDX5"
"CAMK1D.2",3.21334851975159e-55,-1.34441112420359,0.041,0.179,1.89169827357776e-50,"cd8-positive, alpha-beta t cell (mixed)","CAMK1D"
"AC015912.3.4",4.32849601365776e-55,-1.78132114829804,0.034,0.168,2.54818560324032e-50,"cd8-positive, alpha-beta t cell (mixed)","AC015912.3"
"MICALL2.4",4.54257778434397e-55,-2.24776148060518,0.02,0.142,2.67421554164329e-50,"cd8-positive, alpha-beta t cell (mixed)","MICALL2"
"PTK6.4",4.67646480320201e-55,-2.28325789468825,0.016,0.136,2.75303482964502e-50,"cd8-positive, alpha-beta t cell (mixed)","PTK6"
"OTUD1.3",4.88061096844603e-55,-0.919321581870546,0.109,0.285,2.87321567712418e-50,"cd8-positive, alpha-beta t cell (mixed)","OTUD1"
"GLS.3",5.39033318983243e-55,0.994021211461428,0.525,0.442,3.17328914885435e-50,"cd8-positive, alpha-beta t cell (mixed)","GLS"
"CFDP1.1",5.97298620606406e-55,-0.427898628831284,0.212,0.444,3.51629697950991e-50,"cd8-positive, alpha-beta t cell (mixed)","CFDP1"
"EIF4B.3",7.23927950865692e-55,0.72762834422374,0.617,0.553,4.26176384674633e-50,"cd8-positive, alpha-beta t cell (mixed)","EIF4B"
"IFT172.3",7.31179607175996e-55,-1.69619915018189,0.02,0.144,4.30445434744509e-50,"cd8-positive, alpha-beta t cell (mixed)","IFT172"
"MVB12A.2",8.11024445428679e-55,-1.27719053050509,0.034,0.169,4.77450091023863e-50,"cd8-positive, alpha-beta t cell (mixed)","MVB12A"
"GPX3.4",9.01985959779408e-55,-4.2634036515225,0.041,0.168,5.30999134522137e-50,"cd8-positive, alpha-beta t cell (mixed)","GPX3"
"MSL2.3",1.16505032746629e-54,1.86118180570243,0.214,0.106,6.85865127779408e-50,"cd8-positive, alpha-beta t cell (mixed)","MSL2"
"EDN3.4",1.24746745388259e-54,-3.22931457021956,0.007,0.116,7.34384090100679e-50,"cd8-positive, alpha-beta t cell (mixed)","EDN3"
"KCTD20.2",1.27989290630111e-54,1.44454783066249,0.306,0.183,7.53472953939465e-50,"cd8-positive, alpha-beta t cell (mixed)","KCTD20"
"IGF1R.3",1.29472541783594e-54,-2.60819020590141,0.014,0.131,7.62204853480018e-50,"cd8-positive, alpha-beta t cell (mixed)","IGF1R"
"EFNB1.3",1.32017184699547e-54,-1.6436116086173,0.026,0.152,7.77185166326235e-50,"cd8-positive, alpha-beta t cell (mixed)","EFNB1"
"ADGRA3.4",1.3601366452818e-54,-2.48951234849199,0.013,0.129,8.00712443077395e-50,"cd8-positive, alpha-beta t cell (mixed)","ADGRA3"
"FNDC3B.3",1.36329234070509e-54,-1.08924934655563,0.067,0.22,8.02570200973086e-50,"cd8-positive, alpha-beta t cell (mixed)","FNDC3B"
"SLC40A1.2",1.37768513672837e-54,-2.1779682980436,0.017,0.136,8.11043239991991e-50,"cd8-positive, alpha-beta t cell (mixed)","SLC40A1"
"AGO2.3",1.41387091241655e-54,1.20713619761371,0.399,0.282,8.3234580613962e-50,"cd8-positive, alpha-beta t cell (mixed)","AGO2"
"ESD.3",1.6562194891873e-54,-0.816581385057463,0.13,0.316,9.75016413284563e-50,"cd8-positive, alpha-beta t cell (mixed)","ESD"
"RCAN1.4",1.81271902716018e-54,-3.53134738150865,0.039,0.173,1.0671476912892e-49,"cd8-positive, alpha-beta t cell (mixed)","RCAN1"
"LXN.3",1.9105477699472e-54,-1.60632659573889,0.027,0.155,1.12473947216792e-49,"cd8-positive, alpha-beta t cell (mixed)","LXN"
"LDHD.4",1.9158483809151e-54,-3.25074181744374,0.009,0.12,1.12785994184472e-49,"cd8-positive, alpha-beta t cell (mixed)","LDHD"
"EIF4G2.4",1.91637644039749e-54,0.595044839858793,0.736,0.743,1.128170810462e-49,"cd8-positive, alpha-beta t cell (mixed)","EIF4G2"
"ELMO3.4",1.9756377836469e-54,-2.53499867261277,0.011,0.125,1.16305796323293e-49,"cd8-positive, alpha-beta t cell (mixed)","ELMO3"
"MCU.4",1.99896330687801e-54,-1.47756474046936,0.026,0.152,1.17678969875908e-49,"cd8-positive, alpha-beta t cell (mixed)","MCU"
"SMC3.2",2.08511075459733e-54,1.11715737524964,0.426,0.312,1.22750470123145e-49,"cd8-positive, alpha-beta t cell (mixed)","SMC3"
"FAM110C.4",2.12392456803467e-54,-2.88411012067498,0.014,0.129,1.25035439320201e-49,"cd8-positive, alpha-beta t cell (mixed)","FAM110C"
"PRDX4.3",2.22390927316536e-54,-1.14953896238017,0.073,0.229,1.30921538911245e-49,"cd8-positive, alpha-beta t cell (mixed)","PRDX4"
"TAF7.4",2.23775015360878e-54,0.844600240081463,0.571,0.52,1.31736351542949e-49,"cd8-positive, alpha-beta t cell (mixed)","TAF7"
"SH3PXD2A.3",2.34599303403569e-54,-1.47967860597356,0.042,0.18,1.38108609913681e-49,"cd8-positive, alpha-beta t cell (mixed)","SH3PXD2A"
"HEBP1.2",2.46443101446215e-54,-1.63365566314607,0.025,0.15,1.45081053821387e-49,"cd8-positive, alpha-beta t cell (mixed)","HEBP1"
"MTIF2.3",2.82204034061057e-54,-1.4394039955892,0.027,0.155,1.66133514851744e-49,"cd8-positive, alpha-beta t cell (mixed)","MTIF2"
"SRPRA.2",3.58729517547932e-54,1.2983412952122,0.369,0.25,2.11184066980468e-49,"cd8-positive, alpha-beta t cell (mixed)","SRPRA"
"KCNN4.4",4.32585910885094e-54,-1.60312753101025,0.026,0.152,2.54663325738055e-49,"cd8-positive, alpha-beta t cell (mixed)","KCNN4"
"COX20.4",4.36624718203052e-54,1.20948582744558,0.469,0.392,2.57040971606137e-49,"cd8-positive, alpha-beta t cell (mixed)","COX20"
"MAGI1.3",4.43318035360272e-54,-3.08966930268312,0.01,0.122,2.60981327416592e-49,"cd8-positive, alpha-beta t cell (mixed)","MAGI1"
"PPARA.2",4.44700193602186e-54,-0.965548566325522,0.047,0.188,2.61795003973607e-49,"cd8-positive, alpha-beta t cell (mixed)","PPARA"
"F3.2",4.45929533564147e-54,-3.61908764226431,0.014,0.129,2.62518716409213e-49,"cd8-positive, alpha-beta t cell (mixed)","F3"
"PPP4R3A.4",4.5639020214536e-54,1.18842779504718,0.459,0.371,2.68676912002973e-49,"cd8-positive, alpha-beta t cell (mixed)","PPP4R3A"
"BAZ2B.2",4.92639257833122e-54,-0.627116755684542,0.112,0.292,2.90016731086359e-49,"cd8-positive, alpha-beta t cell (mixed)","BAZ2B"
"ARHGEF38.4",5.03882381208114e-54,-2.40411752088286,0.022,0.143,2.96635557817216e-49,"cd8-positive, alpha-beta t cell (mixed)","ARHGEF38"
"LAMC2.4",5.05831722292351e-54,-3.41160772237678,0.015,0.13,2.97783134913507e-49,"cd8-positive, alpha-beta t cell (mixed)","LAMC2"
"ACVRL1.3",5.20718603331489e-54,-2.9485923429711,0.008,0.119,3.06547041781248e-49,"cd8-positive, alpha-beta t cell (mixed)","ACVRL1"
"NR3C2.2",5.45306020269522e-54,-1.7718663232984,0.024,0.149,3.21021654132667e-49,"cd8-positive, alpha-beta t cell (mixed)","NR3C2"
"GTF2H5.4",5.48691241283938e-54,-0.999297993151181,0.063,0.214,3.23014533743854e-49,"cd8-positive, alpha-beta t cell (mixed)","GTF2H5"
"P4HB.2",5.9503362398014e-54,-0.55608884728365,0.263,0.5,3.50296294437108e-49,"cd8-positive, alpha-beta t cell (mixed)","P4HB"
"PROM1.4",6.21593804960309e-54,-3.02595075188015,0.009,0.12,3.65932272980134e-49,"cd8-positive, alpha-beta t cell (mixed)","PROM1"
"SPPL2B.3",6.42415050681278e-54,-1.26131642972372,0.049,0.19,3.78189740336068e-49,"cd8-positive, alpha-beta t cell (mixed)","SPPL2B"
"DSTN.3",6.80616408393593e-54,-0.64272693797103,0.446,0.668,4.00678879621308e-49,"cd8-positive, alpha-beta t cell (mixed)","DSTN"
"STMN1.4",7.12863994794556e-54,0.912959620713279,0.422,0.286,4.19663033735555e-49,"cd8-positive, alpha-beta t cell (mixed)","STMN1"
"PLPP3.2",7.51887200483253e-54,-5.27387656528908,0.007,0.114,4.42635994924491e-49,"cd8-positive, alpha-beta t cell (mixed)","PLPP3"
"NINJ1.4",8.34408333455815e-54,1.30091817862157,0.298,0.173,4.91216185905438e-49,"cd8-positive, alpha-beta t cell (mixed)","NINJ1"
"TMEM205.3",8.58246890963382e-54,-0.796339454756615,0.075,0.235,5.05249944710143e-49,"cd8-positive, alpha-beta t cell (mixed)","TMEM205"
"TMED3.3",9.83279202567611e-54,-1.08383824298357,0.042,0.181,5.78856466551553e-49,"cd8-positive, alpha-beta t cell (mixed)","TMED3"
"TNKS1BP1.3",9.99197595455918e-54,-2.25793307902225,0.014,0.129,5.88227624444899e-49,"cd8-positive, alpha-beta t cell (mixed)","TNKS1BP1"
"THRAP3.3",1.06881077217919e-53,1.02719798468432,0.506,0.432,6.29208901581891e-49,"cd8-positive, alpha-beta t cell (mixed)","THRAP3"
"MT1X.3",1.07718849865026e-53,-1.55309105340127,0.118,0.287,6.34140869155411e-49,"cd8-positive, alpha-beta t cell (mixed)","MT1X"
"BCAR1.4",1.24410897154187e-53,-2.27343992638705,0.017,0.134,7.32406951546696e-49,"cd8-positive, alpha-beta t cell (mixed)","BCAR1"
"PCM1.3",1.33224379569737e-53,1.03636891144739,0.519,0.447,7.84291922527039e-49,"cd8-positive, alpha-beta t cell (mixed)","PCM1"
"KALRN.4",1.37226503832996e-53,-2.51772753309707,0.011,0.124,8.07852428064846e-49,"cd8-positive, alpha-beta t cell (mixed)","KALRN"
"IFT74.2",1.40174766255774e-53,-1.3380179166618,0.03,0.159,8.2520884894774e-49,"cd8-positive, alpha-beta t cell (mixed)","IFT74"
"HSPE1.3",1.42220957874142e-53,0.590989579780543,0.767,0.742,8.37254779005074e-49,"cd8-positive, alpha-beta t cell (mixed)","HSPE1"
"CA4.4",1.65404755529618e-53,-3.93919086051107,0.015,0.13,9.73737795802863e-49,"cd8-positive, alpha-beta t cell (mixed)","CA4"
"CHP1.2",1.70556264938779e-53,-0.895249695170422,0.122,0.305,1.00406473169459e-48,"cd8-positive, alpha-beta t cell (mixed)","CHP1"
"IL17RE.4",1.74697449080544e-53,-2.58732987623683,0.014,0.128,1.02844388273716e-48,"cd8-positive, alpha-beta t cell (mixed)","IL17RE"
"MT-TH.4",1.86145507344863e-53,-1.16025513903305,0.076,0.229,1.09583860173921e-48,"cd8-positive, alpha-beta t cell (mixed)","MT-TH"
"PHTF1.1",1.88034939536473e-53,2.11818654111385,0.143,0.055,1.10696168905122e-48,"cd8-positive, alpha-beta t cell (mixed)","PHTF1"
"MT-TA.3",2.03814845815922e-53,-0.947241598651385,0.132,0.309,1.19985799731833e-48,"cd8-positive, alpha-beta t cell (mixed)","MT-TA"
